"","x","y","z"
"1116",-7405.10090000182,4864789.7755,"4"
"1117",-7410.10040000081,4864794.7425,"4"
"1118",-7413.95529999956,4864787.7943,"4"
"1119",-7413.92139999941,4864785.0334,"4"
"1120",-7403.73600000143,4864789.0184,"4"
"1121",-7398.11080000177,4864785.8973,"4"
"1122",-7404.70549999923,4864787.4662,"4"
"1123",-7406.06309999898,4864788.2193,"4"
"1124",-7392.35700000077,4864780.6156,"4"
"1125",-7391.35909999907,4864782.1517,"4"
"1126",-7399.10970000178,4864784.3617,"4"
"1127",-7397.85979999974,4864783.6682,"4"
"1128",-7396.89609999955,4864785.2235,"4"
"1129",-7390.09580000117,4864781.4506,"4"
"1130",-7391.08449999988,4864779.9097,"4"
"1131",-7385.37280000001,4864776.7407,"4"
"1132",-7384.39339999855,4864778.287,"4"
"1133",-7407.40630000085,4864799.5983,"4"
"1134",-7410.10040000081,4864794.7425,"4"
"1135",-7409.38450000063,4864796.0331,"4"
"1136",-7413.15480000153,4864789.2367,"4"
"1137",-7413.95529999956,4864787.7943,"4"
"1138",-7403.73600000143,4864789.0184,"4"
"1139",-7413.92139999941,4864785.0334,"4"
"1140",-7406.06309999898,4864788.2193,"4"
"1141",-7405.10090000182,4864789.7755,"4"
"1142",-7397.85979999974,4864783.6682,"4"
"1143",-7396.89609999955,4864785.2235,"4"
"1144",-7404.70549999923,4864787.4662,"4"
"1145",-7399.10970000178,4864784.3617,"4"
"1146",-7398.11080000177,4864785.8973,"4"
"1147",-7392.35700000077,4864780.6156,"4"
"1148",-7390.09580000117,4864781.4506,"4"
"1149",-7391.35909999907,4864782.1517,"4"
"1150",-7391.08449999988,4864779.9097,"4"
"1151",-7407.40630000085,4864799.5983,"4"
"1152",-7384.39339999855,4864778.287,"4"
"1153",-7410.10040000081,4864794.7425,"4"
"1154",-7409.38450000063,4864796.0331,"4"
"1155",-7385.37280000001,4864776.7407,"4"
"1156",-7413.92139999941,4864785.0334,"4"
"1157",-7405.10090000182,4864789.7755,"4"
"1158",-7413.95529999956,4864787.7943,"4"
"1159",-7413.15480000153,4864789.2367,"4"
"1160",-7399.10970000178,4864784.3617,"4"
"1161",-7403.73600000143,4864789.0184,"4"
"1162",-7406.06309999898,4864788.2193,"4"
"1163",-7404.70549999923,4864787.4662,"4"
"1164",-7398.11080000177,4864785.8973,"4"
"1165",-7392.35700000077,4864780.6156,"4"
"1166",-7391.35909999907,4864782.1517,"4"
"1167",-7397.85979999974,4864783.6682,"4"
"1168",-7396.89609999955,4864785.2235,"4"
"1169",-7390.09580000117,4864781.4506,"4"
"1170",-7391.08449999988,4864779.9097,"4"
"1171",-7409.38450000063,4864796.0331,"4"
"1172",-7407.40630000085,4864799.5983,"4"
"1173",-7384.39339999855,4864778.287,"4"
"1174",-7413.95529999956,4864787.7943,"4"
"1175",-7410.10040000081,4864794.7425,"4"
"1176",-7413.92139999941,4864785.0334,"4"
"1177",-7413.15480000153,4864789.2367,"4"
"1178",-7398.11080000177,4864785.8973,"4"
"1179",-7406.06309999898,4864788.2193,"4"
"1180",-7404.70549999923,4864787.4662,"4"
"1181",-7403.73600000143,4864789.0184,"4"
"1182",-7405.10090000182,4864789.7755,"4"
"1183",-7399.10970000178,4864784.3617,"4"
"1184",-7397.85979999974,4864783.6682,"4"
"1185",-7396.89609999955,4864785.2235,"4"
"1186",-7391.35909999907,4864782.1517,"4"
"1187",-7390.09580000117,4864781.4506,"4"
"1188",-7384.39339999855,4864778.287,"4"
"1189",-7407.40630000085,4864799.5983,"4"
"1190",-7392.35700000077,4864780.6156,"4"
"1191",-7391.08449999988,4864779.9097,"4"
"1192",-7409.38450000063,4864796.0331,"4"
"1193",-7413.15480000153,4864789.2367,"4"
"1194",-7413.95529999956,4864787.7943,"4"
"1195",-7410.10040000081,4864794.7425,"4"
"1196",-7413.92139999941,4864785.0334,"4"
"1197",-7406.06309999898,4864788.2193,"4"
"1198",-7404.70549999923,4864787.4662,"4"
"1199",-7405.10090000182,4864789.7755,"4"
"1200",-7403.73600000143,4864789.0184,"4"
"1201",-7398.11080000177,4864785.8973,"4"
"1202",-7391.35909999907,4864782.1517,"4"
"1203",-7396.89609999955,4864785.2235,"4"
"1204",-7399.10970000178,4864784.3617,"4"
"1205",-7397.85979999974,4864783.6682,"4"
"1206",-7392.35700000077,4864780.6156,"4"
"1207",-7390.09580000117,4864781.4506,"4"
"1208",-7384.39339999855,4864778.287,"4"
"1209",-7391.08449999988,4864779.9097,"4"
"1210",-7407.40630000085,4864799.5983,"4"
"1211",-7413.15480000153,4864789.2367,"4"
"1212",-7409.38450000063,4864796.0331,"4"
"1213",-7410.10040000081,4864794.7425,"4"
"1214",-7413.95529999956,4864787.7943,"4"
"1215",-7405.10090000182,4864789.7755,"4"
"1216",-7413.92139999941,4864785.0334,"4"
"1217",-7406.06309999898,4864788.2193,"4"
"1218",-7403.73600000143,4864789.0184,"4"
"1219",-7399.10970000178,4864784.3617,"4"
"1220",-7398.11080000177,4864785.8973,"4"
"1221",-7396.89609999955,4864785.2235,"4"
"1222",-7404.70549999923,4864787.4662,"4"
"1223",-7390.09580000117,4864781.4506,"4"
"1224",-7397.85979999974,4864783.6682,"4"
"1225",-7391.08449999988,4864779.9097,"4"
"1226",-7392.35700000077,4864780.6156,"4"
"1227",-7391.35909999907,4864782.1517,"4"
"1228",-7410.10040000081,4864794.7425,"4"
"1229",-7409.38450000063,4864796.0331,"4"
"1230",-7384.39339999855,4864778.287,"4"
"1231",-7407.40630000085,4864799.5983,"4"
"1232",-7413.15480000153,4864789.2367,"4"
"1233",-7413.92139999941,4864785.0334,"4"
"1234",-7413.95529999956,4864787.7943,"4"
"1235",-7406.06309999898,4864788.2193,"4"
"1236",-7405.10090000182,4864789.7755,"4"
"1237",-7404.70549999923,4864787.4662,"4"
"1238",-7403.73600000143,4864789.0184,"4"
"1239",-7398.11080000177,4864785.8973,"4"
"1240",-7399.10970000178,4864784.3617,"4"
"1241",-7396.89609999955,4864785.2235,"4"
"1242",-7391.35909999907,4864782.1517,"4"
"1243",-7397.85979999974,4864783.6682,"4"
"1244",-7392.35700000077,4864780.6156,"4"
"1245",-7391.08449999988,4864779.9097,"4"
"1246",-7384.39339999855,4864778.287,"4"
"1247",-7407.40630000085,4864799.5983,"4"
"1248",-7390.09580000117,4864781.4506,"4"
"1249",-7413.92139999941,4864785.0334,"4"
"1250",-7410.10040000081,4864794.7425,"4"
"1251",-7413.95529999956,4864787.7943,"4"
"1252",-7409.38450000063,4864796.0331,"4"
"1253",-7413.15480000153,4864789.2367,"4"
"1254",-7405.10090000182,4864789.7755,"4"
"1255",-7406.06309999898,4864788.2193,"4"
"1256",-7404.70549999923,4864787.4662,"4"
"1257",-7403.73600000143,4864789.0184,"4"
"1258",-7398.11080000177,4864785.8973,"4"
"1259",-7397.85979999974,4864783.6682,"4"
"1260",-7391.35909999907,4864782.1517,"4"
"1261",-7399.10970000178,4864784.3617,"4"
"1262",-7396.89609999955,4864785.2235,"4"
"1263",-7407.40630000085,4864799.5983,"4"
"1264",-7390.09580000117,4864781.4506,"4"
"1265",-7391.08449999988,4864779.9097,"4"
"1266",-7392.35700000077,4864780.6156,"4"
"1267",-7384.39339999855,4864778.287,"4"
"1268",-7413.15480000153,4864789.2367,"4"
"1269",-7409.38450000063,4864796.0331,"4"
"1270",-7410.10040000081,4864794.7425,"4"
"1271",-7413.95529999956,4864787.7943,"4"
"1272",-7405.10090000182,4864789.7755,"4"
"1273",-7406.06309999898,4864788.2193,"4"
"1274",-7403.73600000143,4864789.0184,"4"
"1275",-7404.70549999923,4864787.4662,"4"
"1276",-7413.92139999941,4864785.0334,"4"
"1277",-7397.85979999974,4864783.6682,"4"
"1278",-7398.11080000177,4864785.8973,"4"
"1279",-7396.89609999955,4864785.2235,"4"
"1280",-7399.10970000178,4864784.3617,"4"
"1281",-7392.35700000077,4864780.6156,"4"
"1282",-7391.08449999988,4864779.9097,"4"
"1283",-7384.39339999855,4864778.287,"4"
"1284",-7390.09580000117,4864781.4506,"4"
"1285",-7391.35909999907,4864782.1517,"4"
"1286",-7501.22190000117,4864863.0729,"2"
"1287",-7502.82690000162,4864860.1746,"2"
"1288",-7491.03063394502,4864865.38593483,"2"
"1289",-7496.94720675796,4864853.11766868,"2"
"1290",-7516.47450000048,4864844.5972,"2"
"1291",-7507.03207832202,4864834.89386983,"2"
"1292",-7501.991898112,4864844.02647952,"2"
"1293",-7506.73189999908,4864850.684,"2"
"1294",-7511.73669999838,4864841.6472,"2"
"1295",-7506.52930000052,4864862.5543,"2"
"1296",-7525.81812998652,4864845.29862264,"2"
"1297",-7511.52149999887,4864853.5402,"2"
"1298",-7520.75047279894,4864854.41564837,"2"
"1299",-7504.8814000003,4864865.5295,"2"
"1300",-7480.12409999967,4864894.9306,"2"
"1301",-7515.72095530108,4864863.51544973,"2"
"1302",-7489.17749999836,4864899.9449,"2"
"1303",-7510.61392811313,4864872.71367608,"2"
"1304",-7527.45109999925,4864929.1464,"2"
"1305",-7526.55426696688,4864919.34128951,"2"
"1306",-7536.59820000082,4864918.1172,"2"
"1307",-7524.57039999962,4864934.093,"2"
"1308",-7528.81640154868,4864959.43061222,"2"
"1309",-7519.15239999816,4864949.5322,"2"
"1310",-7523.62819999829,4864951.9583,"2"
"1311",-7516.6153924875,4864937.62578379,"2"
"1312",-7510.43717321754,4864949.25141671,"2"
"1313",-7533.89620000124,4864939.2583,"2"
"1314",-7535.39365217462,4864948.02602545,"2"
"1315",-7541.26429999992,4864920.7782,"2"
"1316",-7536.621199999,4864934.2252,"2"
"1317",-7559.78200000152,4864871.3735,"2"
"1318",-7571.09340000153,4864871.7184,"2"
"1319",-7555.13230000064,4864885.2515,"2"
"1320",-7562.18620000035,4864866.7851,"2"
"1321",-7545.62000967562,4864929.90024149,"2"
"1322",-7564.19629999995,4864887.1932,"2"
"1323",-7501.22190000117,4864863.0729,"2"
"1324",-7559.497299999,4864887.6504,"2"
"1325",-7491.03063394502,4864865.38593483,"2"
"1326",-7511.73669999838,4864841.6472,"2"
"1327",-7506.73189999908,4864850.684,"2"
"1328",-7501.991898112,4864844.02647952,"2"
"1329",-7496.94720675796,4864853.11766868,"2"
"1330",-7502.82690000162,4864860.1746,"2"
"1331",-7525.81812998652,4864845.29862264,"2"
"1332",-7516.47450000048,4864844.5972,"2"
"1333",-7507.03207832202,4864834.89386983,"2"
"1334",-7511.52149999887,4864853.5402,"2"
"1335",-7506.52930000052,4864862.5543,"2"
"1336",-7520.75047279894,4864854.41564837,"2"
"1337",-7504.8814000003,4864865.5295,"2"
"1338",-7510.61392811313,4864872.71367608,"2"
"1339",-7515.72095530108,4864863.51544973,"2"
"1340",-7536.59820000082,4864918.1172,"2"
"1341",-7527.45109999925,4864929.1464,"2"
"1342",-7480.12409999967,4864894.9306,"2"
"1343",-7489.17749999836,4864899.9449,"2"
"1344",-7526.55426696688,4864919.34128951,"2"
"1345",-7524.57039999962,4864934.093,"2"
"1346",-7510.43717321754,4864949.25141671,"2"
"1347",-7519.15239999816,4864949.5322,"2"
"1348",-7516.6153924875,4864937.62578379,"2"
"1349",-7536.621199999,4864934.2252,"2"
"1350",-7523.62819999829,4864951.9583,"2"
"1351",-7533.89620000124,4864939.2583,"2"
"1352",-7535.39365217462,4864948.02602545,"2"
"1353",-7528.81640154868,4864959.43061222,"2"
"1354",-7562.18620000035,4864866.7851,"2"
"1355",-7559.78200000152,4864871.3735,"2"
"1356",-7541.26429999992,4864920.7782,"2"
"1357",-7555.13230000064,4864885.2515,"2"
"1358",-7559.497299999,4864887.6504,"2"
"1359",-7491.03063394502,4864865.38593483,"2"
"1360",-7564.19629999995,4864887.1932,"2"
"1361",-7501.22190000117,4864863.0729,"2"
"1362",-7571.09340000153,4864871.7184,"2"
"1363",-7501.991898112,4864844.02647952,"2"
"1364",-7506.73189999908,4864850.684,"2"
"1365",-7502.82690000162,4864860.1746,"2"
"1366",-7496.94720675796,4864853.11766868,"2"
"1367",-7516.47450000048,4864844.5972,"2"
"1368",-7525.81812998652,4864845.29862264,"2"
"1369",-7511.52149999887,4864853.5402,"2"
"1370",-7511.73669999838,4864841.6472,"2"
"1371",-7507.03207832202,4864834.89386983,"2"
"1372",-7506.52930000052,4864862.5543,"2"
"1373",-7504.8814000003,4864865.5295,"2"
"1374",-7520.75047279894,4864854.41564837,"2"
"1375",-7515.72095530108,4864863.51544973,"2"
"1376",-7536.59820000082,4864918.1172,"2"
"1377",-7510.61392811313,4864872.71367608,"2"
"1378",-7480.12409999967,4864894.9306,"2"
"1379",-7489.17749999836,4864899.9449,"2"
"1380",-7526.55426696688,4864919.34128951,"2"
"1381",-7519.15239999816,4864949.5322,"2"
"1382",-7516.6153924875,4864937.62578379,"2"
"1383",-7524.57039999962,4864934.093,"2"
"1384",-7527.45109999925,4864929.1464,"2"
"1385",-7528.81640154868,4864959.43061222,"2"
"1386",-7510.43717321754,4864949.25141671,"2"
"1387",-7515.72095530108,4864863.51544973,"2"
"1388",-7535.39365217462,4864948.02602545,"2"
"1389",-7533.89620000124,4864939.2583,"2"
"1390",-7523.62819999829,4864951.9583,"2"
"1391",-7545.62000967562,4864929.90024149,"2"
"1392",-7541.26429999992,4864920.7782,"2"
"1393",-7555.13230000064,4864885.2515,"2"
"1394",-7536.621199999,4864934.2252,"2"
"1395",-7571.09340000153,4864871.7184,"2"
"1396",-7559.78200000152,4864871.3735,"2"
"1397",-7564.19629999995,4864887.1932,"2"
"1398",-7562.18620000035,4864866.7851,"2"
"1399",-7559.497299999,4864887.6504,"2"
"1400",-7501.22190000117,4864863.0729,"2"
"1401",-7491.03063394502,4864865.38593483,"2"
"1402",-7506.73189999908,4864850.684,"2"
"1403",-7496.94720675796,4864853.11766868,"2"
"1404",-7525.81812998652,4864845.29862264,"2"
"1405",-7507.03207832202,4864834.89386983,"2"
"1406",-7511.73669999838,4864841.6472,"2"
"1407",-7516.47450000048,4864844.5972,"2"
"1408",-7501.991898112,4864844.02647952,"2"
"1409",-7506.52930000052,4864862.5543,"2"
"1410",-7520.75047279894,4864854.41564837,"2"
"1411",-7511.52149999887,4864853.5402,"2"
"1412",-7480.12409999967,4864894.9306,"2"
"1413",-7504.8814000003,4864865.5295,"2"
"1414",-7510.61392811313,4864872.71367608,"2"
"1415",-7536.59820000082,4864918.1172,"2"
"1416",-7489.17749999836,4864899.9449,"2"
"1417",-7526.55426696688,4864919.34128951,"2"
"1418",-7524.57039999962,4864934.093,"2"
"1419",-7516.6153924875,4864937.62578379,"2"
"1420",-7527.45109999925,4864929.1464,"2"
"1421",-7510.43717321754,4864949.25141671,"2"
"1422",-7523.62819999829,4864951.9583,"2"
"1423",-7519.15239999816,4864949.5322,"2"
"1424",-7533.89620000124,4864939.2583,"2"
"1425",-7528.81640154868,4864959.43061222,"2"
"1426",-7545.62000967562,4864929.90024149,"2"
"1427",-7536.621199999,4864934.2252,"2"
"1428",-7535.39365217462,4864948.02602545,"2"
"1429",-7541.26429999992,4864920.7782,"2"
"1430",-7559.78200000152,4864871.3735,"2"
"1431",-7564.19629999995,4864887.1932,"2"
"1432",-7571.09340000153,4864871.7184,"2"
"1433",-7562.18620000035,4864866.7851,"2"
"1434",-7559.497299999,4864887.6504,"2"
"1435",-7502.82690000162,4864860.1746,"2"
"1436",-7496.94720675796,4864853.11766868,"2"
"1437",-7491.03063394502,4864865.38593483,"2"
"1438",-7501.22190000117,4864863.0729,"2"
"1439",-7506.73189999908,4864850.684,"2"
"1440",-7516.47450000048,4864844.5972,"2"
"1441",-7501.991898112,4864844.02647952,"2"
"1442",-7511.73669999838,4864841.6472,"2"
"1443",-7507.03207832202,4864834.89386983,"2"
"1444",-7525.81812998652,4864845.29862264,"2"
"1445",-7506.52930000052,4864862.5543,"2"
"1446",-7511.52149999887,4864853.5402,"2"
"1447",-7520.75047279894,4864854.41564837,"2"
"1448",-7510.61392811313,4864872.71367608,"2"
"1449",-7489.17749999836,4864899.9449,"2"
"1450",-7480.12409999967,4864894.9306,"2"
"1451",-7504.8814000003,4864865.5295,"2"
"1452",-7515.72095530108,4864863.51544973,"2"
"1453",-7524.57039999962,4864934.093,"2"
"1454",-7527.45109999925,4864929.1464,"2"
"1455",-7536.59820000082,4864918.1172,"2"
"1456",-7526.55426696688,4864919.34128951,"2"
"1457",-7510.43717321754,4864949.25141671,"2"
"1458",-7519.15239999816,4864949.5322,"2"
"1459",-7516.6153924875,4864937.62578379,"2"
"1460",-7528.81640154868,4864959.43061222,"2"
"1461",-7523.62819999829,4864951.9583,"2"
"1462",-7541.26429999992,4864920.7782,"2"
"1463",-7535.39365217462,4864948.02602545,"2"
"1464",-7533.89620000124,4864939.2583,"2"
"1465",-7536.621199999,4864934.2252,"2"
"1466",-7545.62000967562,4864929.90024149,"2"
"1467",-7559.497299999,4864887.6504,"2"
"1468",-7571.09340000153,4864871.7184,"2"
"1469",-7564.19629999995,4864887.1932,"2"
"1470",-7555.13230000064,4864885.2515,"2"
"1471",-7491.03063394502,4864865.38593483,"2"
"1472",-7502.82690000162,4864860.1746,"2"
"1473",-7501.22190000117,4864863.0729,"2"
"1474",-7496.94720675796,4864853.11766868,"2"
"1475",-7516.47450000048,4864844.5972,"2"
"1476",-7506.73189999908,4864850.684,"2"
"1477",-7511.73669999838,4864841.6472,"2"
"1478",-7507.03207832202,4864834.89386983,"2"
"1479",-7501.991898112,4864844.02647952,"2"
"1480",-7506.52930000052,4864862.5543,"2"
"1481",-7511.52149999887,4864853.5402,"2"
"1482",-7525.81812998652,4864845.29862264,"2"
"1483",-7520.75047279894,4864854.41564837,"2"
"1484",-7510.61392811313,4864872.71367608,"2"
"1485",-7489.17749999836,4864899.9449,"2"
"1486",-7480.12409999967,4864894.9306,"2"
"1487",-7504.8814000003,4864865.5295,"2"
"1488",-7515.72095530108,4864863.51544973,"2"
"1489",-7524.57039999962,4864934.093,"2"
"1490",-7527.45109999925,4864929.1464,"2"
"1491",-7536.59820000082,4864918.1172,"2"
"1492",-7526.55426696688,4864919.34128951,"2"
"1493",-7523.62819999829,4864951.9583,"2"
"1494",-7516.6153924875,4864937.62578379,"2"
"1495",-7519.15239999816,4864949.5322,"2"
"1496",-7528.81640154868,4864959.43061222,"2"
"1497",-7510.43717321754,4864949.25141671,"2"
"1498",-7533.89620000124,4864939.2583,"2"
"1499",-7541.26429999992,4864920.7782,"2"
"1500",-7536.621199999,4864934.2252,"2"
"1501",-7535.39365217462,4864948.02602545,"2"
"1502",-7545.62000967562,4864929.90024149,"2"
"1503",-7555.13230000064,4864885.2515,"2"
"1504",-7562.18620000035,4864866.7851,"2"
"1505",-7571.09340000153,4864871.7184,"2"
"1506",-7559.78200000152,4864871.3735,"2"
"1507",-7501.22190000117,4864863.0729,"2"
"1508",-7564.19629999995,4864887.1932,"2"
"1509",-7559.497299999,4864887.6504,"2"
"1510",-7496.94720675796,4864853.11766868,"2"
"1511",-7501.991898112,4864844.02647952,"2"
"1512",-7491.03063394502,4864865.38593483,"2"
"1513",-7502.82690000162,4864860.1746,"2"
"1514",-7506.73189999908,4864850.684,"2"
"1515",-7525.81812998652,4864845.29862264,"2"
"1516",-7507.03207832202,4864834.89386983,"2"
"1517",-7516.47450000048,4864844.5972,"2"
"1518",-7511.73669999838,4864841.6472,"2"
"1519",-7520.75047279894,4864854.41564837,"2"
"1520",-7504.8814000003,4864865.5295,"2"
"1521",-7510.61392811313,4864872.71367608,"2"
"1522",-7515.72095530108,4864863.51544973,"2"
"1523",-7511.52149999887,4864853.5402,"2"
"1524",-7536.59820000082,4864918.1172,"2"
"1525",-7480.12409999967,4864894.9306,"2"
"1526",-7489.17749999836,4864899.9449,"2"
"1527",-7526.55426696688,4864919.34128951,"2"
"1528",-7519.15239999816,4864949.5322,"2"
"1529",-7524.57039999962,4864934.093,"2"
"1530",-7510.43717321754,4864949.25141671,"2"
"1531",-7516.6153924875,4864937.62578379,"2"
"1532",-7527.45109999925,4864929.1464,"2"
"1533",-7523.62819999829,4864951.9583,"2"
"1534",-7528.81640154868,4864959.43061222,"2"
"1535",-7533.89620000124,4864939.2583,"2"
"1536",-7535.39365217462,4864948.02602545,"2"
"1537",-7559.78200000152,4864871.3735,"2"
"1538",-7536.621199999,4864934.2252,"2"
"1539",-7541.26429999992,4864920.7782,"2"
"1540",-7555.13230000064,4864885.2515,"2"
"1541",-7545.62000967562,4864929.90024149,"2"
"1542",-7562.18620000035,4864866.7851,"2"
"1543",-7559.497299999,4864887.6504,"2"
"1544",-7571.09340000153,4864871.7184,"2"
"1545",-7564.19629999995,4864887.1932,"2"
"1546",-7501.22190000117,4864863.0729,"2"
"1547",-7506.73189999908,4864850.684,"2"
"1548",-7502.82690000162,4864860.1746,"2"
"1549",-7496.94720675796,4864853.11766868,"2"
"1550",-7491.03063394502,4864865.38593483,"2"
"1551",-7507.03207832202,4864834.89386983,"2"
"1552",-7511.73669999838,4864841.6472,"2"
"1553",-7516.47450000048,4864844.5972,"2"
"1554",-7525.81812998652,4864845.29862264,"2"
"1555",-7501.991898112,4864844.02647952,"2"
"1556",-7515.72095530108,4864863.51544973,"2"
"1557",-7520.75047279894,4864854.41564837,"2"
"1558",-7506.52930000052,4864862.5543,"2"
"1559",-7511.52149999887,4864853.5402,"2"
"1560",-7489.17749999836,4864899.9449,"2"
"1561",-7504.8814000003,4864865.5295,"2"
"1562",-7536.59820000082,4864918.1172,"2"
"1563",-7510.61392811313,4864872.71367608,"2"
"1564",-7480.12409999967,4864894.9306,"2"
"1565",-7516.6153924875,4864937.62578379,"2"
"1566",-7524.57039999962,4864934.093,"2"
"1567",-7527.45109999925,4864929.1464,"2"
"1568",-7526.55426696688,4864919.34128951,"2"
"1569",-7510.43717321754,4864949.25141671,"2"
"1570",-7519.15239999816,4864949.5322,"2"
"1571",-7528.81640154868,4864959.43061222,"2"
"1572",-7523.62819999829,4864951.9583,"2"
"1573",-7533.89620000124,4864939.2583,"2"
"1574",-7535.39365217462,4864948.02602545,"2"
"1575",-7545.62000967562,4864929.90024149,"2"
"1576",-7536.621199999,4864934.2252,"2"
"1577",-7541.26429999992,4864920.7782,"2"
"1578",-7562.18620000035,4864866.7851,"2"
"1579",-7571.09340000153,4864871.7184,"2"
"1580",-7555.13230000064,4864885.2515,"2"
"1581",-7559.78200000152,4864871.3735,"2"
"1582",-7564.19629999995,4864887.1932,"2"
"1583",-7502.82690000162,4864860.1746,"2"
"1584",-7491.03063394502,4864865.38593483,"2"
"1585",-7559.497299999,4864887.6504,"2"
"1586",-7501.22190000117,4864863.0729,"2"
"1587",-7496.94720675796,4864853.11766868,"2"
"1588",-7501.991898112,4864844.02647952,"2"
"1589",-7511.73669999838,4864841.6472,"2"
"1590",-7506.73189999908,4864850.684,"2"
"1591",-7525.81812998652,4864845.29862264,"2"
"1592",-7520.75047279894,4864854.41564837,"2"
"1593",-7516.47450000048,4864844.5972,"2"
"1594",-7507.03207832202,4864834.89386983,"2"
"1595",-7511.52149999887,4864853.5402,"2"
"1596",-7515.72095530108,4864863.51544973,"2"
"1597",-7510.61392811313,4864872.71367608,"2"
"1598",-7504.8814000003,4864865.5295,"2"
"1599",-7506.52930000052,4864862.5543,"2"
"1600",-7489.17749999836,4864899.9449,"2"
"1601",-7527.45109999925,4864929.1464,"2"
"1602",-7480.12409999967,4864894.9306,"2"
"1603",-7526.55426696688,4864919.34128951,"2"
"1604",-7536.59820000082,4864918.1172,"2"
"1605",-7519.15239999816,4864949.5322,"2"
"1606",-7523.62819999829,4864951.9583,"2"
"1607",-7524.57039999962,4864934.093,"2"
"1608",-7510.43717321754,4864949.25141671,"2"
"1609",-7516.6153924875,4864937.62578379,"2"
"1610",-7536.621199999,4864934.2252,"2"
"1611",-7528.81640154868,4864959.43061222,"2"
"1612",-7535.39365217462,4864948.02602545,"2"
"1613",-7533.89620000124,4864939.2583,"2"
"1614",-7555.13230000064,4864885.2515,"2"
"1615",-7545.62000967562,4864929.90024149,"2"
"1616",-7559.78200000152,4864871.3735,"2"
"1617",-7541.26429999992,4864920.7782,"2"
"1618",-7562.18620000035,4864866.7851,"2"
"1619",-7564.19629999995,4864887.1932,"2"
"1620",-7559.497299999,4864887.6504,"2"
"1621",-7501.22190000117,4864863.0729,"2"
"1622",-7571.09340000153,4864871.7184,"2"
"1623",-7496.94720675796,4864853.11766868,"2"
"1624",-7491.03063394502,4864865.38593483,"2"
"1625",-7502.82690000162,4864860.1746,"2"
"1626",-7506.73189999908,4864850.684,"2"
"1627",-7511.73669999838,4864841.6472,"2"
"1628",-7501.991898112,4864844.02647952,"2"
"1629",-7507.03207832202,4864834.89386983,"2"
"1630",-7525.81812998652,4864845.29862264,"2"
"1631",-7516.47450000048,4864844.5972,"2"
"1632",-7504.8814000003,4864865.5295,"2"
"1633",-7506.52930000052,4864862.5543,"2"
"1634",-7515.72095530108,4864863.51544973,"2"
"1635",-7520.75047279894,4864854.41564837,"2"
"1636",-7511.52149999887,4864853.5402,"2"
"1637",-7489.17749999836,4864899.9449,"2"
"1638",-7536.59820000082,4864918.1172,"2"
"1639",-7480.12409999967,4864894.9306,"2"
"1640",-7510.61392811313,4864872.71367608,"2"
"1641",-7524.57039999962,4864934.093,"2"
"1642",-7527.45109999925,4864929.1464,"2"
"1643",-7516.6153924875,4864937.62578379,"2"
"1644",-7526.55426696688,4864919.34128951,"2"
"1645",-7528.81640154868,4864959.43061222,"2"
"1646",-7533.89620000124,4864939.2583,"2"
"1647",-7510.43717321754,4864949.25141671,"2"
"1648",-7519.15239999816,4864949.5322,"2"
"1649",-7523.62819999829,4864951.9583,"2"
"1650",-7541.26429999992,4864920.7782,"2"
"1651",-7535.39365217462,4864948.02602545,"2"
"1652",-7555.13230000064,4864885.2515,"2"
"1653",-7545.62000967562,4864929.90024149,"2"
"1654",-7536.621199999,4864934.2252,"2"
"1655",-7571.09340000153,4864871.7184,"2"
"1656",-7564.19629999995,4864887.1932,"2"
"1657",-7559.78200000152,4864871.3735,"2"
"1658",-7562.18620000035,4864866.7851,"2"
"1659",-7408.92599999905,4864793.863,"2"
"1660",-7405.07930000126,4864791.7288,"2"
"1661",-7410.86529999971,4864797.8815,"2"
"1662",-7559.497299999,4864887.6504,"2"
"1663",-7395.21319999918,4864786.2551,"2"
"1664",-7356.45760000125,4864764.7537,"2"
"1665",-7384.87319999933,4864780.5187,"2"
"1666",-7375.18299999833,4864773.673,"2"
"1667",-7359.44009999931,4864766.4086,"2"
"1668",-7344.375,4864757.6097,"2"
"1669",-7356.45760000125,4864764.7537,"2"
"1670",-7343.73350000009,4864754.5107,"2"
"1671",-7341.30810000002,4864756.1737,"2"
"1672",-7390.7611999996,4864835.141,"3"
"1673",-7331.40049999952,4864768.4786,"2"
"1674",-7331.74799999967,4864767.318,"2"
"1675",-7404.83570000157,4864808.159,"2"
"1676",-7338.00939999893,4864757.3975,"2"
"1677",-7381.75470000133,4864845.7573,"3"
"1678",-7390.4354000017,4864835.897,"3"
"1679",-7383.73310000077,4864842.1917,"3"
"1680",-7386.10599999875,4864837.9142,"3"
"1681",-7380.93459999934,4864847.2356,"3"
"1682",-7377.09640000015,4864854.1539,"3"
"1683",-7374.34750000015,4864845.6047,"3"
"1684",-7375.02870000154,4864855.4599,"3"
"1685",-7377.84659999982,4864852.8022,"3"
"1686",-7366.09589999914,4864845.5816,"3"
"1687",-7370.01060000062,4864847.7536,"3"
"1688",-7372.80299999937,4864849.3027,"3"
"1689",-7373.05279999971,4864844.8865,"3"
"1690",-7363.28240000084,4864844.0206,"3"
"1691",-7367.45879999921,4864841.7828,"3"
"1692",-7356.61199999973,4864840.32,"3"
"1693",-7359.1484999992,4864841.7272,"3"
"1694",-7366.24240000173,4864841.108,"3"
"1695",-7359.33109999821,4864837.2735,"3"
