"","LONGITUDE","LATITUDE","FLOOR","variable","value"
"13288",-7644.94530000165,4864948.8147,"3","WAP050",-63
"13289",-7647.26579999924,4864945.2348,"3","WAP050",-70
"13290",-7635.29940000176,4864966.3435,"3","WAP050",-54
"13291",-7633.46939999983,4864965.3384,"3","WAP050",-65
"13292",-7647.26579999924,4864945.2348,"3","WAP050",-64
"13293",-7643.11780000106,4864947.8308,"2","WAP050",-78
"13294",-7635.68039999902,4864966.4493,"2","WAP050",-79
"13295",-7633.29250000045,4864970.0588,"2","WAP050",-76
"13296",-7622.32580000162,4864976.6117,"3","WAP050",-69
"13297",-7628.13450000063,4864977.0212,"3","WAP050",-79
"13298",-7631.89490000159,4864981.9169,"3","WAP050",-78
"13299",-7633.38659999892,4864970.1708,"3","WAP050",-59
"13300",-7633.38659999892,4864970.1708,"3","WAP050",-61
"13301",-7633.46939999983,4864965.3384,"3","WAP050",-56
"13302",-7650.16560000181,4864937.0569,"3","WAP050",-69
"13303",-7656.76280000061,4864938.0258,"3","WAP050",-78
"13304",-7646.30759999901,4864932.3486,"3","WAP050",-71
"13305",-7647.26579999924,4864945.2348,"3","WAP050",-62
"13306",-7644.94530000165,4864948.8147,"3","WAP050",-62
"13307",-7643.11780000106,4864947.8308,"2","WAP050",-79
"13308",-7633.23669999838,4864965.0633,"2","WAP050",-68
"13309",-7628.13450000063,4864977.0212,"3","WAP050",-71
"13310",-7631.89490000159,4864981.9169,"3","WAP050",-69
"13311",-7633.46939999983,4864965.3384,"3","WAP050",-54
"13312",-7635.29940000176,4864966.3435,"3","WAP050",-52
"13313",-7643.13899999857,4864947.852,"3","WAP050",-70
"13314",-7648.53040000051,4864942.8061,"2","WAP050",-65
"13315",-7635.68039999902,4864966.4493,"2","WAP050",-78
"13316",-7633.38659999892,4864970.1708,"3","WAP050",-60
"13317",-7633.46939999983,4864965.3384,"3","WAP050",-53
"13318",-7644.94530000165,4864948.8147,"3","WAP050",-57
"13319",-7643.13899999857,4864947.852,"3","WAP050",-64
"13320",-7633.23669999838,4864965.0633,"2","WAP050",-74
"13321",-7628.13450000063,4864977.0212,"3","WAP050",-69
"13322",-7633.46939999983,4864965.3384,"3","WAP050",-55
"13323",-7633.38659999892,4864970.1708,"3","WAP050",-55
"13324",-7646.30759999901,4864932.3486,"3","WAP050",-79
"13325",-7644.94530000165,4864948.8147,"3","WAP050",-59
"13326",-7643.13899999857,4864947.852,"3","WAP050",-68
"13327",-7648.53040000051,4864942.8061,"2","WAP050",-79
"13328",-7633.29250000045,4864970.0588,"2","WAP050",-79
"13329",-7633.23669999838,4864965.0633,"2","WAP050",-76
"13330",-7647.26579999924,4864945.2348,"3","WAP050",-65
"13331",-7633.23669999838,4864965.0633,"2","WAP050",-72
"13332",-7635.29940000176,4864966.3435,"3","WAP050",-56
"13333",-7633.38659999892,4864970.1708,"3","WAP050",-56
"13334",-7648.53040000051,4864942.8061,"2","WAP050",-74
"13335",-7633.29250000045,4864970.0588,"2","WAP050",-77
"13336",-7648.53040000051,4864942.8061,"2","WAP050",-77
"13337",-7633.38659999892,4864970.1708,"3","WAP050",-57
"13338",-7628.13450000063,4864977.0212,"3","WAP050",-72
"13339",-7643.13899999857,4864947.852,"3","WAP050",-63
"13340",-7635.29940000176,4864966.3435,"3","WAP050",-57
"13341",-7646.30759999901,4864932.3486,"3","WAP050",-78
"13342",-7644.94530000165,4864948.8147,"3","WAP050",-61
"13343",-7633.29250000045,4864970.0588,"2","WAP050",-78
"13344",-7628.13450000063,4864977.0212,"3","WAP050",-70
"13345",-7650.16560000181,4864937.0569,"3","WAP050",-72
"13346",-7622.05460000038,4864976.2942,"0","WAP051",-77
"13347",-7615.52769999951,4864982.2821,"0","WAP051",-75
"13348",-7632.14359999821,4864982.2171,"0","WAP051",-74
"13349",-7634.50039999932,4864984.3192,"0","WAP051",-77
"13350",-7636.63300000131,4864991.8306,"0","WAP051",-77
"13351",-7632.2388000004,4864988.2492,"0","WAP051",-74
"13352",-7632.25869999826,4864982.0603,"1","WAP051",-77
"13353",-7635.04080000147,4864986.0639,"1","WAP051",-67
"13354",-7636.6790000014,4864991.7787,"1","WAP051",-74
"13355",-7634.47700000182,4864984.0975,"1","WAP051",-77
"13356",-7611.12900000066,4864977.622,"1","WAP051",-76
"13357",-7616.68890000135,4864976.0281,"1","WAP051",-78
"13358",-7628.13450000063,4864977.0212,"2","WAP051",-72
"13359",-7634.47700000182,4864984.0975,"2","WAP051",-67
"13360",-7632.15289999917,4864981.8639,"2","WAP051",-74
"13361",-7636.66789999977,4864991.7398,"2","WAP051",-69
"13362",-7635.04080000147,4864986.0639,"2","WAP051",-68
"13363",-7638.81430000067,4864999.2282,"2","WAP051",-77
"13364",-7616.68890000135,4864976.0281,"2","WAP051",-63
"13365",-7622.05460000038,4864976.2942,"2","WAP051",-69
"13366",-7631.81549999863,4864988.1328,"2","WAP051",-56
"13367",-7618.76330000162,4864975.4338,"2","WAP051",-68
"13368",-7609.25039999932,4864978.1607,"2","WAP051",-74
"13369",-7611.12900000066,4864977.622,"2","WAP051",-79
"13370",-7616.94619999826,4864980.0132,"2","WAP051",-69
"13371",-7633.46939999983,4864965.3384,"3","WAP051",-74
"13372",-7631.89490000159,4864981.9169,"3","WAP051",-58
"13373",-7628.13450000063,4864977.0212,"3","WAP051",-53
"13374",-7633.38659999892,4864970.1708,"3","WAP051",-76
"13375",-7622.32580000162,4864976.6117,"3","WAP051",-50
"13376",-7616.68890000135,4864976.0281,"3","WAP051",-56
"13377",-7611.12900000066,4864977.622,"3","WAP051",-65
"13378",-7618.76330000162,4864975.4338,"3","WAP051",-58
"13379",-7609.25039999932,4864978.1607,"3","WAP051",-60
"13380",-7596.20320000127,4864981.9002,"3","WAP051",-78
"13381",-7603.56509999931,4864979.7901,"3","WAP051",-73
"13382",-7601.61620000005,4864980.3489,"3","WAP051",-76
"13383",-7596.64869999886,4864983.3547,"3","WAP051",-75
"13384",-7603.15450000018,4864981.4898,"3","WAP051",-76
"13385",-7617.12480000034,4864979.6095,"3","WAP051",-51
"13386",-7634.47700000182,4864984.0975,"3","WAP051",-66
"13387",-7637.17799999937,4864993.5206,"3","WAP051",-62
"13388",-7636.6660999991,4864991.7337,"3","WAP051",-59
"13389",-7635.04080000147,4864986.0639,"3","WAP051",-56
"13390",-7639.35000000149,4865001.0981,"3","WAP051",-67
"13391",-7641.57319999859,4865008.853,"3","WAP051",-76
"13392",-7640.98050000146,4865006.7856,"3","WAP051",-78
"13393",-7638.83089999855,4864999.2862,"3","WAP051",-58
"13394",-7641.89939999953,4865014.7801,"3","WAP051",-75
"13395",-7637.83909999952,4865000.6157,"3","WAP051",-73
"13396",-7640.28959999979,4865009.1648,"3","WAP051",-78
"13397",-7632.03370000049,4864987.6104,"3","WAP051",-56
"13398",-7616.55600000173,4864975.8786,"0","WAP051",-78
"13399",-7634.50039999932,4864984.3192,"0","WAP051",-75
"13400",-7632.25869999826,4864982.0603,"1","WAP051",-72
"13401",-7634.47700000182,4864984.0975,"1","WAP051",-72
"13402",-7637.17799999937,4864993.5206,"1","WAP051",-79
"13403",-7635.04080000147,4864986.0639,"1","WAP051",-74
"13404",-7618.76330000162,4864975.4338,"1","WAP051",-78
"13405",-7616.67009999976,4864979.4992,"1","WAP051",-73
"13406",-7611.12900000066,4864977.622,"1","WAP051",-79
"13407",-7628.13450000063,4864977.0212,"2","WAP051",-74
"13408",-7628.13450000063,4864977.0212,"2","WAP051",-79
"13409",-7632.15289999917,4864981.8639,"2","WAP051",-70
"13410",-7636.66789999977,4864991.7398,"2","WAP051",-71
"13411",-7634.47700000182,4864984.0975,"2","WAP051",-70
"13412",-7622.05460000038,4864976.2942,"2","WAP051",-71
"13413",-7631.81549999863,4864988.1328,"2","WAP051",-70
"13414",-7616.68890000135,4864976.0281,"2","WAP051",-77
"13415",-7611.12900000066,4864977.622,"2","WAP051",-77
"13416",-7609.25039999932,4864978.1607,"2","WAP051",-78
"13417",-7616.94619999826,4864980.0132,"2","WAP051",-65
"13418",-7633.38659999892,4864970.1708,"3","WAP051",-71
"13419",-7628.13450000063,4864977.0212,"3","WAP051",-64
"13420",-7618.76330000162,4864975.4338,"3","WAP051",-55
"13421",-7616.68890000135,4864976.0281,"3","WAP051",-53
"13422",-7611.12900000066,4864977.622,"3","WAP051",-62
"13423",-7609.25039999932,4864978.1607,"3","WAP051",-71
"13424",-7622.32580000162,4864976.6117,"3","WAP051",-66
"13425",-7603.56509999931,4864979.7901,"3","WAP051",-68
"13426",-7596.20320000127,4864981.9002,"3","WAP051",-73
"13427",-7594.26410000026,4864982.4561,"3","WAP051",-77
"13428",-7594.73699999973,4864983.9024,"3","WAP051",-75
"13429",-7635.04080000147,4864986.0639,"3","WAP051",-62
"13430",-7617.12480000034,4864979.6095,"3","WAP051",-49
"13431",-7603.15450000018,4864981.4898,"3","WAP051",-65
"13432",-7639.35000000149,4865001.0981,"3","WAP051",-74
"13433",-7638.83089999855,4864999.2862,"3","WAP051",-63
"13434",-7637.17799999937,4864993.5206,"3","WAP051",-68
"13435",-7639.71539999917,4865007.1604,"3","WAP051",-79
"13436",-7641.57319999859,4865008.853,"3","WAP051",-73
"13437",-7640.28959999979,4865009.1648,"3","WAP051",-75
"13438",-7640.98050000146,4865006.7856,"3","WAP051",-76
"13439",-7637.83909999952,4865000.6157,"3","WAP051",-74
"13440",-7632.03370000049,4864987.6104,"3","WAP051",-59
"13441",-7616.55600000173,4864975.8786,"0","WAP051",-77
"13442",-7634.50039999932,4864984.3192,"0","WAP051",-78
"13443",-7632.2388000004,4864988.2492,"0","WAP051",-77
"13444",-7632.15289999917,4864981.8639,"2","WAP051",-69
"13445",-7635.04080000147,4864986.0639,"2","WAP051",-64
"13446",-7637.17799999937,4864993.5206,"2","WAP051",-72
"13447",-7636.66789999977,4864991.7398,"2","WAP051",-63
"13448",-7634.47700000182,4864984.0975,"2","WAP051",-68
"13449",-7638.81430000067,4864999.2282,"2","WAP051",-79
"13450",-7611.12900000066,4864977.622,"2","WAP051",-73
"13451",-7622.05460000038,4864976.2942,"2","WAP051",-64
"13452",-7616.68890000135,4864976.0281,"2","WAP051",-73
"13453",-7631.81549999863,4864988.1328,"2","WAP051",-65
"13454",-7609.25039999932,4864978.1607,"2","WAP051",-72
"13455",-7616.94619999826,4864980.0132,"2","WAP051",-64
"13456",-7635.29940000176,4864966.3435,"3","WAP051",-79
"13457",-7633.46939999983,4864965.3384,"3","WAP051",-78
"13458",-7616.68890000135,4864976.0281,"3","WAP051",-65
"13459",-7618.76330000162,4864975.4338,"3","WAP051",-49
"13460",-7631.89490000159,4864981.9169,"3","WAP051",-56
"13461",-7628.13450000063,4864977.0212,"3","WAP051",-67
"13462",-7622.32580000162,4864976.6117,"3","WAP051",-54
"13463",-7603.56509999931,4864979.7901,"3","WAP051",-78
"13464",-7611.12900000066,4864977.622,"3","WAP051",-58
"13465",-7609.25039999932,4864978.1607,"3","WAP051",-74
"13466",-7601.61620000005,4864980.3489,"3","WAP051",-72
"13467",-7594.26410000026,4864982.4561,"3","WAP051",-78
"13468",-7617.12480000034,4864979.6095,"3","WAP051",-53
"13469",-7596.64869999886,4864983.3547,"3","WAP051",-76
"13470",-7635.04080000147,4864986.0639,"3","WAP051",-59
"13471",-7603.15450000018,4864981.4898,"3","WAP051",-72
"13472",-7594.73699999973,4864983.9024,"3","WAP051",-76
"13473",-7639.35000000149,4865001.0981,"3","WAP051",-72
"13474",-7636.6660999991,4864991.7337,"3","WAP051",-57
"13475",-7638.83089999855,4864999.2862,"3","WAP051",-67
"13476",-7637.17799999937,4864993.5206,"3","WAP051",-67
"13477",-7641.57319999859,4865008.853,"3","WAP051",-74
"13478",-7639.71539999917,4865007.1604,"3","WAP051",-75
"13479",-7642.4459999986,4865016.6878,"3","WAP051",-76
"13480",-7632.03370000049,4864987.6104,"3","WAP051",-62
"13481",-7632.2388000004,4864988.2492,"0","WAP051",-76
"13482",-7634.47700000182,4864984.0975,"1","WAP051",-73
"13483",-7632.25869999826,4864982.0603,"1","WAP051",-73
"13484",-7635.04080000147,4864986.0639,"1","WAP051",-68
"13485",-7618.76330000162,4864975.4338,"1","WAP051",-77
"13486",-7616.67009999976,4864979.4992,"1","WAP051",-78
"13487",-7634.47700000182,4864984.0975,"2","WAP051",-71
"13488",-7632.15289999917,4864981.8639,"2","WAP051",-72
"13489",-7628.13450000063,4864977.0212,"2","WAP051",-75
"13490",-7636.66789999977,4864991.7398,"2","WAP051",-66
"13491",-7635.04080000147,4864986.0639,"2","WAP051",-66
"13492",-7637.17799999937,4864993.5206,"2","WAP051",-73
"13493",-7622.05460000038,4864976.2942,"2","WAP051",-66
"13494",-7631.81549999863,4864988.1328,"2","WAP051",-58
"13495",-7611.12900000066,4864977.622,"2","WAP051",-74
"13496",-7618.76330000162,4864975.4338,"2","WAP051",-69
"13497",-7616.94619999826,4864980.0132,"2","WAP051",-60
"13498",-7633.38659999892,4864970.1708,"3","WAP051",-73
"13499",-7633.46939999983,4864965.3384,"3","WAP051",-77
"13500",-7635.29940000176,4864966.3435,"3","WAP051",-76
"13501",-7628.13450000063,4864977.0212,"3","WAP051",-54
"13502",-7622.32580000162,4864976.6117,"3","WAP051",-51
"13503",-7616.68890000135,4864976.0281,"3","WAP051",-55
"13504",-7609.25039999932,4864978.1607,"3","WAP051",-68
"13505",-7601.61620000005,4864980.3489,"3","WAP051",-69
"13506",-7594.26410000026,4864982.4561,"3","WAP051",-79
"13507",-7603.15450000018,4864981.4898,"3","WAP051",-69
"13508",-7596.64869999886,4864983.3547,"3","WAP051",-79
"13509",-7634.47700000182,4864984.0975,"3","WAP051",-55
"13510",-7635.04080000147,4864986.0639,"3","WAP051",-63
"13511",-7638.83089999855,4864999.2862,"3","WAP051",-74
"13512",-7639.35000000149,4865001.0981,"3","WAP051",-70
"13513",-7637.17799999937,4864993.5206,"3","WAP051",-64
"13514",-7640.98050000146,4865006.7856,"3","WAP051",-79
"13515",-7642.4459999986,4865016.6878,"3","WAP051",-78
"13516",-7639.71539999917,4865007.1604,"3","WAP051",-78
"13517",-7641.89939999953,4865014.7801,"3","WAP051",-78
"13518",-7640.28959999979,4865009.1648,"3","WAP051",-79
"13519",-7637.83909999952,4865000.6157,"3","WAP051",-77
"13520",-7632.03370000049,4864987.6104,"3","WAP051",-60
"13521",-7635.04080000147,4864986.0639,"1","WAP051",-65
"13522",-7634.47700000182,4864984.0975,"1","WAP051",-71
"13523",-7618.76330000162,4864975.4338,"1","WAP051",-79
"13524",-7616.68890000135,4864976.0281,"1","WAP051",-77
"13525",-7634.47700000182,4864984.0975,"2","WAP051",-73
"13526",-7632.15289999917,4864981.8639,"2","WAP051",-63
"13527",-7638.81430000067,4864999.2282,"2","WAP051",-78
"13528",-7631.81549999863,4864988.1328,"2","WAP051",-66
"13529",-7618.76330000162,4864975.4338,"2","WAP051",-65
"13530",-7616.68890000135,4864976.0281,"2","WAP051",-61
"13531",-7616.94619999826,4864980.0132,"2","WAP051",-61
"13532",-7633.46939999983,4864965.3384,"3","WAP051",-76
"13533",-7633.38659999892,4864970.1708,"3","WAP051",-75
"13534",-7618.76330000162,4864975.4338,"3","WAP051",-48
"13535",-7616.68890000135,4864976.0281,"3","WAP051",-61
"13536",-7628.13450000063,4864977.0212,"3","WAP051",-57
"13537",-7622.32580000162,4864976.6117,"3","WAP051",-56
"13538",-7631.89490000159,4864981.9169,"3","WAP051",-67
"13539",-7611.12900000066,4864977.622,"3","WAP051",-64
"13540",-7609.25039999932,4864978.1607,"3","WAP051",-67
"13541",-7601.61620000005,4864980.3489,"3","WAP051",-75
"13542",-7603.56509999931,4864979.7901,"3","WAP051",-74
"13543",-7589.06239999831,4864985.5291,"3","WAP051",-79
"13544",-7603.15450000018,4864981.4898,"3","WAP051",-68
"13545",-7640.98050000146,4865006.7856,"3","WAP051",-77
"13546",-7636.6660999991,4864991.7337,"3","WAP051",-62
"13547",-7639.35000000149,4865001.0981,"3","WAP051",-59
"13548",-7640.28959999979,4865009.1648,"3","WAP051",-76
"13549",-7637.83909999952,4865000.6157,"3","WAP051",-71
"13550",-7632.03370000049,4864987.6104,"3","WAP051",-72
"13551",-7632.2388000004,4864988.2492,"0","WAP051",-79
"13552",-7635.04080000147,4864986.0639,"1","WAP051",-66
"13553",-7636.6790000014,4864991.7787,"1","WAP051",-78
"13554",-7632.15289999917,4864981.8639,"2","WAP051",-67
"13555",-7634.47700000182,4864984.0975,"2","WAP051",-72
"13556",-7628.13450000063,4864977.0212,"2","WAP051",-76
"13557",-7618.76330000162,4864975.4338,"2","WAP051",-64
"13558",-7622.05460000038,4864976.2942,"2","WAP051",-74
"13559",-7616.68890000135,4864976.0281,"2","WAP051",-67
"13560",-7611.12900000066,4864977.622,"2","WAP051",-72
"13561",-7609.25039999932,4864978.1607,"2","WAP051",-79
"13562",-7635.29940000176,4864966.3435,"3","WAP051",-77
"13563",-7633.38659999892,4864970.1708,"3","WAP051",-72
"13564",-7628.13450000063,4864977.0212,"3","WAP051",-55
"13565",-7622.32580000162,4864976.6117,"3","WAP051",-55
"13566",-7611.12900000066,4864977.622,"3","WAP051",-55
"13567",-7609.25039999932,4864978.1607,"3","WAP051",-62
"13568",-7618.76330000162,4864975.4338,"3","WAP051",-59
"13569",-7596.20320000127,4864981.9002,"3","WAP051",-77
"13570",-7603.15450000018,4864981.4898,"3","WAP051",-71
"13571",-7637.17799999937,4864993.5206,"3","WAP051",-63
"13572",-7634.47700000182,4864984.0975,"3","WAP051",-56
"13573",-7638.83089999855,4864999.2862,"3","WAP051",-66
"13574",-7640.98050000146,4865006.7856,"3","WAP051",-75
"13575",-7639.71539999917,4865007.1604,"3","WAP051",-73
"13576",-7642.4459999986,4865016.6878,"3","WAP051",-77
"13577",-7640.28959999979,4865009.1648,"3","WAP051",-77
"13578",-7641.89939999953,4865014.7801,"3","WAP051",-77
"13579",-7632.03370000049,4864987.6104,"3","WAP051",-71
"13580",-7615.52769999951,4864982.2821,"0","WAP051",-79
"13581",-7636.63300000131,4864991.8306,"0","WAP051",-75
"13582",-7632.2388000004,4864988.2492,"0","WAP051",-71
"13583",-7634.47700000182,4864984.0975,"1","WAP051",-76
"13584",-7636.6790000014,4864991.7787,"1","WAP051",-73
"13585",-7616.68890000135,4864976.0281,"1","WAP051",-75
"13586",-7611.12900000066,4864977.622,"1","WAP051",-75
"13587",-7635.04080000147,4864986.0639,"2","WAP051",-65
"13588",-7632.15289999917,4864981.8639,"2","WAP051",-78
"13589",-7637.17799999937,4864993.5206,"2","WAP051",-75
"13590",-7631.81549999863,4864988.1328,"2","WAP051",-60
"13591",-7618.76330000162,4864975.4338,"2","WAP051",-70
"13592",-7616.68890000135,4864976.0281,"2","WAP051",-69
"13593",-7609.25039999932,4864978.1607,"2","WAP051",-75
"13594",-7628.13450000063,4864977.0212,"3","WAP051",-63
"13595",-7635.29940000176,4864966.3435,"3","WAP051",-78
"13596",-7618.76330000162,4864975.4338,"3","WAP051",-53
"13597",-7611.12900000066,4864977.622,"3","WAP051",-63
"13598",-7601.61620000005,4864980.3489,"3","WAP051",-74
"13599",-7609.25039999932,4864978.1607,"3","WAP051",-65
"13600",-7634.47700000182,4864984.0975,"3","WAP051",-69
"13601",-7617.12480000034,4864979.6095,"3","WAP051",-54
"13602",-7636.6660999991,4864991.7337,"3","WAP051",-61
"13603",-7639.35000000149,4865001.0981,"3","WAP051",-71
"13604",-7642.4459999986,4865016.6878,"3","WAP051",-75
"13605",-7637.83909999952,4865000.6157,"3","WAP051",-67
"13606",-7632.03370000049,4864987.6104,"3","WAP051",-65
"13607",-7636.63300000131,4864991.8306,"0","WAP051",-76
"13608",-7632.2388000004,4864988.2492,"0","WAP051",-75
"13609",-7632.25869999826,4864982.0603,"1","WAP051",-75
"13610",-7635.04080000147,4864986.0639,"1","WAP051",-64
"13611",-7632.15289999917,4864981.8639,"2","WAP051",-76
"13612",-7628.13450000063,4864977.0212,"2","WAP051",-73
"13613",-7637.17799999937,4864993.5206,"2","WAP051",-76
"13614",-7634.47700000182,4864984.0975,"2","WAP051",-77
"13615",-7618.76330000162,4864975.4338,"2","WAP051",-66
"13616",-7622.05460000038,4864976.2942,"2","WAP051",-67
"13617",-7609.25039999932,4864978.1607,"2","WAP051",-76
"13618",-7603.56509999931,4864979.7901,"2","WAP051",-77
"13619",-7616.68890000135,4864976.0281,"2","WAP051",-71
"13620",-7611.12900000066,4864977.622,"2","WAP051",-76
"13621",-7616.94619999826,4864980.0132,"2","WAP051",-63
"13622",-7628.13450000063,4864977.0212,"3","WAP051",-68
"13623",-7633.38659999892,4864970.1708,"3","WAP051",-74
"13624",-7622.32580000162,4864976.6117,"3","WAP051",-52
"13625",-7609.25039999932,4864978.1607,"3","WAP051",-63
"13626",-7611.12900000066,4864977.622,"3","WAP051",-61
"13627",-7603.56509999931,4864979.7901,"3","WAP051",-75
"13628",-7618.76330000162,4864975.4338,"3","WAP051",-47
"13629",-7601.61620000005,4864980.3489,"3","WAP051",-79
"13630",-7596.64869999886,4864983.3547,"3","WAP051",-77
"13631",-7594.73699999973,4864983.9024,"3","WAP051",-78
"13632",-7636.6660999991,4864991.7337,"3","WAP051",-72
"13633",-7634.47700000182,4864984.0975,"3","WAP051",-64
"13634",-7637.17799999937,4864993.5206,"3","WAP051",-61
"13635",-7635.04080000147,4864986.0639,"3","WAP051",-54
"13636",-7641.57319999859,4865008.853,"3","WAP051",-70
"13637",-7640.98050000146,4865006.7856,"3","WAP051",-74
"13638",-7638.83089999855,4864999.2862,"3","WAP051",-75
"13639",-7637.83909999952,4865000.6157,"3","WAP051",-69
"13640",-7632.03370000049,4864987.6104,"3","WAP051",-68
"13641",-7622.05460000038,4864976.2942,"0","WAP051",-79
"13642",-7632.15289999917,4864981.8639,"2","WAP051",-77
"13643",-7635.04080000147,4864986.0639,"2","WAP051",-61
"13644",-7636.66789999977,4864991.7398,"2","WAP051",-67
"13645",-7616.68890000135,4864976.0281,"2","WAP051",-64
"13646",-7616.68890000135,4864976.0281,"3","WAP051",-57
"13647",-7618.76330000162,4864975.4338,"3","WAP051",-54
"13648",-7603.15450000018,4864981.4898,"3","WAP051",-70
"13649",-7594.73699999973,4864983.9024,"3","WAP051",-77
"13650",-7635.04080000147,4864986.0639,"3","WAP051",-64
"13651",-7636.6660999991,4864991.7337,"3","WAP051",-65
"13652",-7617.12480000034,4864979.6095,"3","WAP051",-47
"13653",-7639.35000000149,4865001.0981,"3","WAP051",-60
"13654",-7637.17799999937,4864993.5206,"3","WAP051",-70
"13655",-7641.57319999859,4865008.853,"3","WAP051",-71
"13656",-7642.4459999986,4865016.6878,"3","WAP051",-79
"13657",-7637.83909999952,4865000.6157,"3","WAP051",-72
"13658",-7632.03370000049,4864987.6104,"3","WAP051",-58
"13659",-7622.05460000038,4864976.2942,"0","WAP051",-78
"13660",-7616.55600000173,4864975.8786,"0","WAP051",-79
"13661",-7632.14359999821,4864982.2171,"0","WAP051",-73
"13662",-7632.2388000004,4864988.2492,"0","WAP051",-73
"13663",-7634.47700000182,4864984.0975,"1","WAP051",-79
"13664",-7637.17799999937,4864993.5206,"1","WAP051",-75
"13665",-7636.6790000014,4864991.7787,"1","WAP051",-72
"13666",-7611.12900000066,4864977.622,"1","WAP051",-78
"13667",-7637.17799999937,4864993.5206,"2","WAP051",-77
"13668",-7631.81549999863,4864988.1328,"2","WAP051",-64
"13669",-7622.05460000038,4864976.2942,"2","WAP051",-68
"13670",-7618.76330000162,4864975.4338,"2","WAP051",-67
"13671",-7611.12900000066,4864977.622,"2","WAP051",-75
"13672",-7602.09640000015,4864981.793,"2","WAP051",-79
"13673",-7616.68890000135,4864976.0281,"3","WAP051",-62
"13674",-7618.76330000162,4864975.4338,"3","WAP051",-57
"13675",-7631.89490000159,4864981.9169,"3","WAP051",-60
"13676",-7596.64869999886,4864983.3547,"3","WAP051",-78
"13677",-7639.35000000149,4865001.0981,"3","WAP051",-68
"13678",-7638.83089999855,4864999.2862,"3","WAP051",-69
"13679",-7635.04080000147,4864986.0639,"3","WAP051",-60
"13680",-7641.89939999953,4865014.7801,"3","WAP051",-76
"13681",-7641.57319999859,4865008.853,"3","WAP051",-75
"13682",-7639.71539999917,4865007.1604,"3","WAP051",-77
"13683",-7632.03370000049,4864987.6104,"3","WAP051",-55
"13684",-7637.22569999844,4864993.8063,"0","WAP051",-79
"13685",-7632.2388000004,4864988.2492,"0","WAP051",-69
"13686",-7632.2388000004,4864988.2492,"0","WAP051",-62
"13687",-7616.55600000173,4864975.8786,"0","WAP051",-73
"13688",-7622.05460000038,4864976.2942,"0","WAP051",-62
"13689",-7632.14359999821,4864982.2171,"0","WAP051",-76
"13690",-7611.05649999902,4864981.8017,"0","WAP051",-76
"13691",-7611.12900000066,4864977.622,"1","WAP051",-69
"13692",-7609.25039999932,4864978.1607,"1","WAP051",-74
"13693",-7637.25699999928,4864949.8143,"0","WAP051",-71
"13694",-7609.25039999932,4864978.1607,"1","WAP051",-77
"13695",-7616.68890000135,4864976.0281,"1","WAP051",-76
"13696",-7618.76330000162,4864975.4338,"1","WAP051",-69
"13697",-7616.67009999976,4864979.4992,"1","WAP051",-74
"13698",-7637.17799999937,4864993.5206,"1","WAP051",-71
"13699",-7636.6790000014,4864991.7787,"1","WAP051",-76
"13700",-7621.87469999865,4864976.3069,"1","WAP051",-68
"13701",-7632.37799999863,4864988.1767,"1","WAP051",-66
"13702",-7628.13450000063,4864977.0212,"1","WAP051",-72
"13703",-7633.04149999842,4864971.0121,"1","WAP051",-73
"13704",-7640.67920000106,4864913.5322,"2","WAP051",-69
"13705",-7616.68890000135,4864976.0281,"2","WAP051",-57
"13706",-7611.12900000066,4864977.622,"2","WAP051",-66
"13707",-7609.25039999932,4864978.1607,"2","WAP051",-67
"13708",-7616.68890000135,4864976.0281,"2","WAP051",-59
"13709",-7596.20320000127,4864981.9002,"2","WAP051",-73
"13710",-7594.26410000026,4864982.4561,"2","WAP051",-74
"13711",-7601.61620000005,4864980.3489,"2","WAP051",-76
"13712",-7616.94619999826,4864980.0132,"2","WAP051",-59
"13713",-7634.47700000182,4864984.0975,"2","WAP051",-64
"13714",-7637.17799999937,4864993.5206,"2","WAP051",-69
"13715",-7639.35000000149,4865001.0981,"2","WAP051",-76
"13716",-7637.84259999916,4865000.6277,"2","WAP051",-75
"13717",-7631.81549999863,4864988.1328,"2","WAP051",-68
"13718",-7632.15289999917,4864981.8639,"2","WAP051",-66
"13719",-7622.05460000038,4864976.2942,"2","WAP051",-61
"13720",-7628.13450000063,4864977.0212,"2","WAP051",-68
"13721",-7635.68039999902,4864966.4493,"2","WAP051",-68
"13722",-7633.23669999838,4864965.0633,"2","WAP051",-68
"13723",-7618.76330000162,4864975.4338,"3","WAP051",-46
"13724",-7616.68890000135,4864976.0281,"3","WAP051",-58
"13725",-7633.29250000045,4864970.0588,"2","WAP051",-76
"13726",-7611.12900000066,4864977.622,"3","WAP051",-50
"13727",-7601.61620000005,4864980.3489,"3","WAP051",-60
"13728",-7609.25039999932,4864978.1607,"3","WAP051",-64
"13729",-7603.56509999931,4864979.7901,"3","WAP051",-57
"13730",-7594.73699999973,4864983.9024,"3","WAP051",-74
"13731",-7596.20320000127,4864981.9002,"3","WAP051",-68
"13732",-7594.26410000026,4864982.4561,"3","WAP051",-62
"13733",-7587.10229999945,4864986.091,"3","WAP051",-78
"13734",-7617.12480000034,4864979.6095,"3","WAP051",-42
"13735",-7634.47700000182,4864984.0975,"3","WAP051",-60
"13736",-7635.04080000147,4864986.0639,"3","WAP051",-51
"13737",-7637.17799999937,4864993.5206,"3","WAP051",-59
"13738",-7636.6660999991,4864991.7337,"3","WAP051",-58
